Date,Symbol,Open,High,Low,Close,Volume
2026-03-02,RELIANCE,1369.1694587628867,1372.2551671563263,1335.3259388807069,1351.75,23728722
2026-03-04,RELIANCE,1323.8789706886037,1346.5740873609554,1300.9848230751916,1338.8099365234375,32495007
2026-03-05,RELIANCE,1346.8726294272453,1392.5614090361375,1346.8726294272453,1383.005615234375,25957532
2026-03-06,RELIANCE,1390.0728674061675,1417.7449716586152,1383.9014503612218,1398.334716796875,19311971
2026-03-09,RELIANCE,1368.6718029922313,1422.8214608086796,1363.6948146177142,1417.4462890625,24870822
2026-03-10,RELIANCE,1424.015880450879,1424.9117626543534,1394.1539503917586,1402.3162841796875,18071259
2026-03-11,RELIANCE,1418.34212900751,1427.4002232775151,1377.2321576556008,1383.8017578125,21848087
2026-03-12,RELIANCE,1383.6027762448114,1404.4066120742223,1374.7437125844203,1385.7926025390625,20939959
2026-03-13,RELIANCE,1378.8248707870416,1394.3531723993444,1372.0562392077015,1374.3455810546875,17265090
2026-03-16,RELIANCE,1373.6488401657623,1390.8692691567512,1357.224777946389,1388.6793212890625,22837802
2026-03-17,RELIANCE,1392.5613056143347,1399.429573667814,1381.8109624429321,1391.167724609375,19007744
2026-03-18,RELIANCE,1390.7696473738063,1406.3974645008152,1390.7696473738063,1401.6195068359375,9559327
2026-03-19,RELIANCE,1381.6119817895922,1409.1844489610974,1369.7667250791762,1378.4267578125,16498373
2026-03-20,RELIANCE,1391.5659566755692,1423.4186824363833,1389.6746767818195,1407.8905029296875,22994918
2026-03-23,RELIANCE,1393.5567722314413,1409.0849519631759,1384.598192981382,1401.3209228515625,18979554
2026-03-24,RELIANCE,1413.4647025895886,1415.8536813182018,1400.1263494042955,1405.302490234375,18620893
2026-03-25,RELIANCE,1413.464703831985,1423.9163794589117,1401.9181150601291,1406.596435546875,19041331
2026-03-27,RELIANCE,1394.552193095842,1398.235116023098,1338.809921280448,1341.8956298828125,23266517
2026-03-30,RELIANCE,1328.855902170806,1358.7178325566667,1327.960019957529,1337.7149658203125,24393861
2026-04-01,RELIANCE,1377.8294025098971,1378.028554948465,1356.6275051009459,1362.8984375,14404619
2026-04-02,RELIANCE,1350.7546307176451,1351.9490593116357,1321.8880984473344,1344.2845458984375,21280051
2026-04-06,RELIANCE,1352.7454554606609,1352.7454554606609,1284.0630151171836,1298.6953125,29274881
2026-04-07,RELIANCE,1289.040031502862,1302.2788696189978,1285.058440671965,1298.5958251953125,28388922
2026-04-08,RELIANCE,1342.7914745147666,1344.3840865060406,1320.0963587364665,1341.5970458984375,21817543
2026-04-09,RELIANCE,1339.8052690319548,1343.7868597274437,1320.195983460075,1323.87890625,20725390
2026-04-10,RELIANCE,1330.8467605257397,1346.0763943468285,1325.3720730291864,1343.9859619140625,19364461
2026-04-13,RELIANCE,1315.1193869938081,1321.4899565481755,1303.970981405046,1309.0474853515625,28753269
2026-04-15,RELIANCE,1330.8467629297493,1340.8007402141902,1328.059600686701,1337.9140625,15313779
2026-04-16,RELIANCE,1345.7777093601655,1347.5694738488123,1323.8789596516422,1337.1177978515625,30211012
2026-04-17,RELIANCE,1333.832952366644,1362.1022720767137,1333.832952366644,1358.7178955078125,13869105
2026-04-20,RELIANCE,1356.9261198573818,1366.6810660920328,1346.5740808024586,1357.0257568359375,13614733
2026-04-21,RELIANCE,1352.7454957201878,1363.4958396538184,1343.8864317482064,1347.07177734375,27293629
2026-04-22,RELIANCE,1344.085556855853,1359.7132520720183,1342.8910067161314,1355.8311767578125,9525953
2026-04-23,RELIANCE,1339.8052948565,1349.261572940554,1334.529638479888,1337.21728515625,16385079
2026-04-24,RELIANCE,1333.8328899956957,1339.7057606040942,1318.9019248091768,1321.6890869140625,11744802
2026-04-27,RELIANCE,1306.9571155871217,1365.2873936261717,1304.9663202853897,1359.51416015625,24673098
2026-04-28,RELIANCE,1351.7500009887617,1388.7787447541255,1350.75460334444,1382.5078125,41027699
2026-04-29,RELIANCE,1385.5935377241706,1427.2012083655534,1384.896807968084,1418.83984375,30542143
2026-04-30,RELIANCE,1402.5153692729207,1430.386505071105,1386.6885214286783,1424.215087890625,30957881
2026-05-01,RELIANCE,1424.215087890625,1424.215087890625,1424.215087890625,1424.215087890625,0
2026-05-04,RELIANCE,1426.8030702776819,1460.6465916696056,1426.8030702776819,1456.3663330078125,24035700
2026-05-05,RELIANCE,1453.280606341501,1466.6189594959255,1443.3266295857375,1456.864013671875,23543341
2026-05-06,RELIANCE,1456.2668061036345,1466.519450812893,1420.9301884572374,1431.2823486328125,14221786
2026-05-07,RELIANCE,1432.1782190445704,1442.828925531327,1423.717338832762,1429.590087890625,19816903
2026-05-08,RELIANCE,1419.4371163507371,1436.1598462687914,1410.9762359236815,1428.5947265625,8663105
2026-05-11,RELIANCE,1413.4647305422184,1421.427912122738,1375.6396180347506,1381.81103515625,15261787
2026-05-12,RELIANCE,1385.593546668805,1387.0866431630602,1354.0394893602804,1357.722412109375,24357500
2026-05-13,RELIANCE,1355.1343963286624,1366.0837705701026,1346.1758174038478,1352.54638671875,13797989
2026-05-14,RELIANCE,1358.9168476375535,1371.6579863902991,1352.148216400817,1355.5325927734375,17303059
2026-05-15,RELIANCE,1350.5556491178086,1358.5188307246153,1323.082575367519,1330.24951171875,19976192
2026-05-18,RELIANCE,1327.860551095503,1335.8237328112184,1312.6309174607939,1329.7518310546875,13022473
2026-05-19,RELIANCE,1332.5387892026445,1337.8144453658963,1312.3322897558653,1316.6124267578125,21665501
2026-05-20,RELIANCE,1312.6308349443716,1356.6274840630256,1306.558933569541,1353.442138671875,13248515
2026-05-21,RELIANCE,1360.9076465750106,1364.590690861155,1339.0088978228712,1343.388671875,17150630
2026-05-22,RELIANCE,1343.7868238683554,1361.106767233248,1342.8909416840763,1348.26611328125,7105813
2026-05-25,RELIANCE,1360.5095872329855,1364.7897243191815,1350.7546414401118,1360.7086181640625,6750071
2026-05-26,RELIANCE,1353.8404218493883,1362.2017870434288,1346.1759079681497,1350.0579833984375,13769747
2026-05-27,RELIANCE,1346.7730400596713,1354.736221375619,1342.393266034199,1344.2845458984375,13215138
2026-05-28,RELIANCE,1344.2845458984375,1344.2845458984375,1344.2845458984375,1344.2845458984375,0
2026-05-29,RELIANCE,1357.7224546740495,1362.6994431442622,1310.9387630540493,1315.119384765625,42634247
2026-06-01,RELIANCE,1326.3673976551404,1329.353590670499,1312.4318302501333,1313.9249267578125,10700603
2026-06-02,RELIANCE,1301.6815361898255,1321.689127358814,1294.3156903458798,1308.5498046875,23302785
2026-06-03,RELIANCE,1308.9480145168118,1317.906594083847,1295.0124463014238,1307.15625,20012293
2026-06-04,RELIANCE,1295.0124259474096,1305.1654340270677,1287.1487597049047,1297.699951171875,23474327
2026-06-05,RELIANCE,1304.5,1306.0,1288.0,1291.0,17785223
2026-06-08,RELIANCE,1277.0,1282.5999755859375,1259.199951171875,1263.300048828125,16494759
2026-06-09,RELIANCE,1269.0,1274.199951171875,1257.5,1269.199951171875,23620214
2026-06-10,RELIANCE,1275.0,1300.5,1254.4000244140625,1258.800048828125,21012796
2026-06-11,RELIANCE,1258.0,1276.0,1253.199951171875,1263.0,13117486
2026-06-12,RELIANCE,1277.0,1297.0,1262.5,1293.0,11988785
2026-06-15,RELIANCE,1315.300048828125,1325.0,1303.300048828125,1307.0,18633321
2026-06-16,RELIANCE,1313.4000244140625,1333.4000244140625,1306.4000244140625,1328.800048828125,18513223
2026-06-17,RELIANCE,1333.0,1334.0,1317.0,1332.699951171875,10029170
2026-06-18,RELIANCE,1330.0,1333.9000244140625,1322.0,1328.0999755859375,15494549
2026-06-19,RELIANCE,1328.0,1338.199951171875,1305.300048828125,1309.5,24887034
2026-06-22,RELIANCE,1316.699951171875,1344.9000244140625,1314.0999755859375,1326.5,12931213
2026-06-23,RELIANCE,1328.9000244140625,1333.0,1304.0,1309.5,15400184
2026-06-24,RELIANCE,1305.699951171875,1322.0,1297.5,1313.5999755859375,11030917
2026-06-25,RELIANCE,1318.0,1328.0,1314.5999755859375,1318.0999755859375,12694362
2026-06-26,RELIANCE,1318.0999755859375,1318.0999755859375,1318.0999755859375,1318.0999755859375,0
2026-06-29,RELIANCE,1308.0,1313.699951171875,1292.5999755859375,1301.0,13757656
2026-06-30,RELIANCE,1306.9000244140625,1306.9000244140625,1290.0,1293.9000244140625,15695263
2026-07-01,RELIANCE,1298.9000244140625,1312.199951171875,1296.5,1308.0,7001401
2026-07-02,RELIANCE,1310.0,1313.199951171875,1299.0,1303.5,17795024
2026-07-03,RELIANCE,1312.0,1312.0,1302.0,1304.0,7839550
2026-07-06,RELIANCE,1304.0,1325.5999755859375,1299.4000244140625,1321.300048828125,7610709
2026-07-07,RELIANCE,1323.5,1328.0,1304.0999755859375,1308.4000244140625,14335554
2026-07-08,RELIANCE,1297.0,1302.300048828125,1271.5999755859375,1275.9000244140625,19960868
2026-07-09,RELIANCE,1277.0999755859375,1296.5,1274.199951171875,1279.800048828125,14651963
2026-07-10,RELIANCE,1291.9000244140625,1311.0999755859375,1287.800048828125,1307.800048828125,8412537
2026-07-13,RELIANCE,1300.0,1306.4000244140625,1295.0,1296.9000244140625,9488352
2026-07-14,RELIANCE,1290.0,1308.0,1286.9000244140625,1293.0,13511284
2026-07-15,RELIANCE,1294.0999755859375,1310.9000244140625,1294.0999755859375,1295.5,9577965
2026-07-16,RELIANCE,1295.5,1309.4000244140625,1291.800048828125,1296.5999755859375,15631046
2026-07-17,RELIANCE,1300.0,1330.300048828125,1296.0999755859375,1327.199951171875,18302218
2026-07-20,RELIANCE,1317.199951171875,1345.9000244140625,1314.9000244140625,1323.0999755859375,14305844
2026-07-21,RELIANCE,1321.0,1326.9000244140625,1302.699951171875,1303.699951171875,12753410
2026-07-22,RELIANCE,1302.0,1304.5999755859375,1280.699951171875,1288.5999755859375,10840383
2026-07-23,RELIANCE,1283.0,1287.300048828125,1268.0,1272.199951171875,12580741
2026-07-24,RELIANCE,1265.0,1283.4000244140625,1249.800048828125,1278.0,9817000
2026-07-27,RELIANCE,1288.199951171875,1288.699951171875,1278.0,1280.0,7163132
2026-07-28,RELIANCE,1275.0,1279.199951171875,1265.9000244140625,1267.699951171875,9312184
2026-07-29,RELIANCE,1275.0,1282.4000244140625,1268.699951171875,1275.9000244140625,9448307
2026-07-30,RELIANCE,1279.800048828125,1297.0,1275.300048828125,1292.9000244140625,12158451
2026-07-31,RELIANCE,1295.0,1309.699951171875,1293.5999755859375,1307.800048828125,8624996
2026-08-03,RELIANCE,1315.199951171875,1319.0,1306.0,1319.0,7508023
2026-08-04,RELIANCE,1315.0,1315.0,1286.4000244140625,1290.9000244140625,10759546
2026-08-05,RELIANCE,1293.0,1299.0,1270.0999755859375,1280.0,24820782
2026-08-06,RELIANCE,1285.0,1325.199951171875,1281.199951171875,1325.0,20342297
2026-08-07,RELIANCE,1320.0,1337.0,1316.5999755859375,1334.800048828125,9885638
2026-08-10,RELIANCE,1330.0999755859375,1332.9000244140625,1321.300048828125,1327.300048828125,8207102
2026-08-11,RELIANCE,1326.5999755859375,1328.699951171875,1314.0999755859375,1323.9000244140625,9953124
2026-08-12,RELIANCE,1323.9000244140625,1329.0,1309.199951171875,1329.0,7901012
2026-08-13,RELIANCE,1327.800048828125,1327.800048828125,1307.199951171875,1317.0,9397301
2026-08-14,RELIANCE,1317.0,1317.5,1301.5,1310.0,10497358
2026-08-17,RELIANCE,1314.0,1320.800048828125,1298.0999755859375,1316.0,13383867
2026-08-18,RELIANCE,1314.0,1328.5999755859375,1311.199951171875,1322.0,10180567
2026-08-19,RELIANCE,1320.300048828125,1321.5999755859375,1303.5,1311.0,7489365
2026-08-20,RELIANCE,1315.5,1316.5,1307.0,1313.199951171875,5546227
2026-08-21,RELIANCE,1314.0,1316.0,1308.0,1316.0,5434871
2026-08-24,RELIANCE,1316.5999755859375,1320.0,1302.4000244140625,1309.800048828125,7277167
2026-08-25,RELIANCE,1304.300048828125,1317.0999755859375,1300.0,1317.0,7115355
2026-08-26,RELIANCE,1310.0,1315.5999755859375,1298.0,1298.0,5744474
2026-08-27,RELIANCE,1305.0,1308.4000244140625,1282.199951171875,1282.199951171875,11271497
2026-08-28,RELIANCE,1284.9000244140625,1291.800048828125,1280.0,1287.0,6830228
2026-03-02,TCS,2543.37985460111,2574.5834053591284,2531.8993684474203,2564.4765625,3374385
2026-03-04,TCS,2575.7609535201655,2585.5733762002424,2531.997452542583,2539.2587890625,3446434
2026-03-05,TCS,2551.229777430436,2560.551578540278,2498.6350985020495,2530.427490234375,2960636
