Date,Symbol,Open,High,Low,Close,Volume,avg_sentiment,news_count,sentiment_std,avg_confidence,effective_sentiment,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_ma3,sentiment_ma5,sentiment_rolling_std_5,news_volume_lag1,current_day_return,next_day_close,next_day_return,target_up
2026-03-19,ASIANPAINT,2200.9050648122998,2219.741639691324,2161.844053721548,2167.197509765625,889334,-0.158,0,0.0,0.0,-0.158,-0.1859,-0.2187,-0.2573,-0.18753333333333333,-0.22452,0.05730821930578589,0,-0.033641252075879646,2176.516357421875,0.004299953102685938,1.0
2026-03-20,ASIANPAINT,2191.883035494523,2205.366153071308,2166.205908950689,2176.516357421875,875920,-0.1343,0,0.0,0.0,-0.1343,-0.158,-0.1859,-0.2187,-0.15940000000000001,-0.19084,0.04871537744901565,0,0.004299953102685938,2103.053955078125,-0.033752285891739175,0.0
2026-03-23,ASIANPAINT,2161.2490060531636,2161.2490060531636,2096.8080953222207,2103.053955078125,978398,-0.1142,0,0.0,0.0,-0.1142,-0.1343,-0.158,-0.1859,-0.13549999999999998,-0.16222,0.04139440783487637,0,-0.033752285891739175,2198.228271484375,0.04525528989707461,1.0
2026-03-24,ASIANPAINT,2165.2146480848346,2205.3662933446494,2134.7787579873834,2198.228271484375,1561016,-0.097,0,0.0,0.0,-0.097,-0.1142,-0.1343,-0.158,-0.11516666666666668,-0.13788,0.03519754252785388,0,0.04525528989707461,2250.673095703125,0.023857769868156575,1.0
2026-03-25,ASIANPAINT,2205.9611632253836,2270.005368767247,2202.887730691226,2250.673095703125,1270855,-0.0825,0,0.0,0.0,-0.0825,-0.097,-0.1142,-0.1343,-0.0979,-0.1172,0.029908945150240413,0,0.023857769868156575,2188.413330078125,-0.027662731537451357,0.0
2026-03-27,ASIANPAINT,2226.978883613762,2249.483585042764,2182.167712081868,2188.413330078125,1089010,-0.0701,0,0.0,0.0,-0.0701,-0.0825,-0.097,-0.1142,-0.0832,-0.09962,0.025429648051046565,0,-0.027662731537451357,2146.576171875,-0.019117576020993954,0.0
2026-03-30,ASIANPAINT,2166.503380287283,2183.951850191729,2132.498360349631,2146.576171875,1513565,-0.0596,0,0.0,0.0,-0.0596,-0.0701,-0.0825,-0.097,-0.07073333333333333,-0.08468,0.021619135042829585,0,-0.019117576020993954,2206.655029296875,0.02798822525333322,1.0
2026-04-01,ASIANPAINT,2205.6636307072044,2227.276168370157,2179.4905627154985,2206.655029296875,1209900,-0.9628,1,0.0,0.9708,-0.9628,-0.0596,-0.0701,-0.0825,-0.3641666666666667,-0.2544,0.3962538517162956,0,0.02798822525333322,2150.34375,-0.02551884120954684,0.0
2026-04-02,ASIANPAINT,2166.206128976487,2166.305365661368,2123.972448135313,2150.34375,1854061,0.2977,1,0.0,0.6034,0.2977,-0.9628,-0.0596,-0.0701,-0.24156666666666662,-0.17546,0.4682281740775539,1,-0.02551884120954684,2165.511962890625,0.007053854943250393,1.0
2026-04-06,ASIANPAINT,2150.3435162351893,2174.3353134208273,2127.4421122612302,2165.511962890625,2048228,0.253,0,0.0,0.0,0.253,0.2977,-0.9628,-0.0596,-0.13736666666666666,-0.10836000000000001,0.5072905607243251,1,0.007053854943250393,2167.395751953125,0.0008699047129647752,1.0
2026-04-07,ASIANPAINT,2149.0548763211227,2179.7882354882618,2126.550174629453,2167.395751953125,1793007,0.8715,1,0.0,0.9235,0.8715,0.253,0.2977,-0.9628,0.4740666666666667,0.07996000000000003,0.6728139661154487,0,0.0008699047129647752,2262.76806640625,0.04400318417491644,1.0
2026-04-08,ASIANPAINT,2264.850100281215,2316.7992900724025,2225.8880869174877,2262.76806640625,2914767,-0.4166,1,0.0,0.5309,-0.4166,0.8715,0.253,0.2977,0.23596666666666674,0.008560000000000022,0.7092812509858133,1,0.04400318417491644,2250.078369140625,-0.005608041519597262,0.0
2026-04-09,ASIANPAINT,2255.431824787587,2269.9063412266696,2232.629656888636,2250.078369140625,1980060,-0.3541,0,0.0,0.0,-0.3541,-0.4166,0.8715,0.253,0.03360000000000005,0.1303,0.5306124904296923,1,-0.005608041519597262,2340.394775390625,0.040139226921458215,1.0
2026-04-10,ASIANPAINT,2248.1946997294717,2356.4553853234625,2248.1946997294717,2340.394775390625,3018178,-0.301,0,0.0,0.0,-0.301,-0.3541,-0.4166,0.8715,-0.3572333333333333,0.010560000000000024,0.5505694897104272,0,0.040139226921458215,2332.166015625,-0.003515970831994175,0.0
2026-04-13,ASIANPAINT,2260.2896157134237,2342.1792384979185,2242.5436772411817,2332.166015625,1734562,-0.5035,1,0.0,0.5289,-0.5035,-0.301,-0.3541,-0.4166,-0.38619999999999993,-0.14073999999999995,0.5708610014705858,0,-0.003515970831994175,2402.258056640625,0.030054481776178754,1.0
